"Reporting Starts","Reporting Ends","Ad Set Name","DMA Region",Budget,"Budget Type","Amount Spent (USD)","Amount Spent Today (USD)","CTR (All)","CTR (Link Click-Through Rate)","CPC (Cost per Link Click) (USD)","Cost per Website Content Views (USD)","Cost per Website Checkout Initiated (USD)","Cost per Website Registration Completed (USD)","Cost per Website Lead (USD)","Cost per Website Search (USD)","Cost per Website Add to Wishlist (USD)","Cost per Page Like (USD)","Video Percentage Watched","Cost per 10-Second Video View (USD)","Post Reactions","Post Comments","Post Shares","Link Clicks","Website Registrations Completed","Website Leads","Website Purchases","Website Checkouts Initiated Conversion Value","Website Adds to Wishlist","Website Checkouts Initiated","Website Searches","Video Watches at 50%","Video Watches at 75%"
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"El Paso (Las Cruces)",7,Daily,0.23,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"Salt Lake City",7,Daily,0.1,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"Tucson (Sierra Vista)",7,Daily,0.28,0,3.2258064516129,3.2258064516129,0.28,,,0.28,,0.28,,,0,,,,,1,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"Albuquerque-Santa Fe",7,Daily,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Bakersfield,7,Daily,0.06,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Eugene,7,Daily,0.13,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"Los Angeles",7,Daily,2.61,0,1.0362694300518,1.0362694300518,0.6525,,,,,1.305,,,0,,,,,4,,,,,,,2,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"San Francisco-Oak-San Jose",7,Daily,1.35,0,0.64516129032258,,,,,,,,,,0,,1,1,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Reno,7,Daily,0.12,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Seattle-Tacoma,7,Daily,1.05,0,2.6143790849673,1.3071895424837,0.525,,,1.05,,1.05,,,0,,1,,,2,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"Portland, OR",7,Daily,0.3,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"San Diego",7,Daily,0.97,0,1.219512195122,1.219512195122,0.97,,,0.97,,0.97,,,0,,,,,1,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Monterey-Salinas,7,Daily,0.01,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"Las Vegas",7,Daily,1.18,0,1.3698630136986,0.68493150684932,1.18,,,,,,,,0,,,,,1,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Sacramnto-Stkton-Modesto,7,Daily,0.53,0,1.6949152542373,0.84745762711864,0.53,,,,,,,,0,,1,,,1,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Fresno-Visalia,7,Daily,0.23,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Spokane,7,Daily,0.07,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,"New York",7,Daily,0.11,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,Philadelphia,7,Daily,0.11,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,Detroit,7,Daily,0.33,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,"Boston (Manchester)",7,Daily,0.01,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,"Washington, DC (Hagrstwn)",7,Daily,0.04,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,Baltimore,7,Daily,0.1,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,Cincinnati,7,Daily,0.04,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,Charlotte,7,Daily,0.02,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,Greensboro-H.Point-W.Salem,7,Daily,0.03,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,Augusta-Aiken,7,Daily,0.01,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,"Providence-New Bedford",7,Daily,0.02,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,Atlanta,7,Daily,0.13,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,"Miami-Ft. Lauderdale",7,Daily,0.03,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,"Orlando-Daytona Bch-Melbrn",7,Daily,0.05,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,"Columbus, OH",7,Daily,0.02,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,Dayton,7,Daily,0.01,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,"Norfolk-Portsmth-Newpt Nws",7,Daily,0.01,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,"Columbia, SC",7,Daily,0.03,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,Lansing,7,Daily,0.01,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,"Raleigh-Durham (Fayetvlle)",7,Daily,0.34,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,Jacksonville,7,Daily,0.02,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,Chattanooga,7,Daily,0.04,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,Chicago,7,Daily,0.12,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,"St. Louis",7,Daily,0.02,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,"Kansas City",7,Daily,0.01,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,Milwaukee,7,Daily,0.07,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,Houston,7,Daily,0.05,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,"Dallas-Ft. Worth",7,Daily,0.14,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,"Birmingham (Ann And Tusc)",7,Daily,0.05,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,Austin,7,Daily,0.03,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,Memphis,7,Daily,0.03,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,"Lafayette, LA",7,Daily,0.02,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,Nashville,7,Daily,0.03,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,Tulsa,7,Daily,0.03,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,"Huntsville-Decatur (Flor)",7,Daily,0.01,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,Montgomery-Selma,7,Daily,0.14,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,"Baton Rouge",7,Daily,0.12,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,"Los Angeles",7,Daily,0.01,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,"San Francisco-Oak-San Jose",7,Daily,0.02,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,"Las Vegas",7,Daily,0.02,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544_DT,Sacramnto-Stkton-Modesto,7,Daily,0.02,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"New York",7,Daily,2.66,0,3.7593984962406,1.5037593984962,1.33,,,,,1.33,,,0,,,,1,2,,,,,,,2,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Macon,7,Daily,0.27,0,8.3333333333333,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Philadelphia,7,Daily,1.44,0,2.247191011236,,,,,,,,,1.44,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Detroit,7,Daily,1.44,0,0.97087378640777,0.97087378640777,1.44,,,1.44,,1.44,,,0,,,,,1,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Boston (Manchester)",7,Daily,0.41,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Savannah,7,Daily,0.29,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Pittsburgh,7,Daily,0.24,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Ft. Wayne",7,Daily,0.08,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Cleveland-Akron (Canton)",7,Daily,0.65,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Washington, DC (Hagrstwn)",7,Daily,1.14,0,3.3898305084746,1.6949152542373,1.14,,,0.19,,1.14,,1.14,0,,,,,1,6,,,,,,1,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Baltimore,7,Daily,1.37,0,2.7777777777778,1.3888888888889,1.37,,,1.37,,1.37,,,0,,1,,,1,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Flint-Saginaw-Bay City",7,Daily,0.15,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Buffalo,7,Daily,0.17,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Cincinnati,7,Daily,0.44,0,3.2258064516129,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Charlotte,7,Daily,1.49,0,2.4096385542169,1.2048192771084,1.49,,,,,0.745,,,0,,,,,1,,,,,,,2,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Greensboro-H.Point-W.Salem,7,Daily,0.92,0,3.3898305084746,1.6949152542373,0.92,,,0.92,,0.92,,,0,,,,,1,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Charleston, SC",7,Daily,0.37,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Augusta-Aiken,7,Daily,0.72,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Providence-New Bedford",7,Daily,0.15,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Columbus, GA (Opelika, Al)",7,Daily,0.25,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Atlanta,7,Daily,5.14,0,2.7303754266212,0.34129692832765,5.14,,,5.14,,5.14,,,0,,2,,2,1,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Indianapolis,7,Daily,0.62,0,3.448275862069,,,,,0.62,,0.62,,,0,,,,,,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Miami-Ft. Lauderdale",7,Daily,1.22,0,1.4925373134328,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Louisville,7,Daily,0.33,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Tallahassee-Thomasville,7,Daily,0.13,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Albany-Schenectady-Troy,7,Daily,0.03,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Hartford & New Haven",7,Daily,0.35,0,9.0909090909091,4.5454545454545,0.35,,,0.35,,0.35,,,0,,,,,1,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Orlando-Daytona Bch-Melbrn",7,Daily,1.02,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Columbus, OH",7,Daily,0.38,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Rochester, NY",7,Daily,0.05,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Tampa-St. Pete (Sarasota)",7,Daily,0.71,0,10.810810810811,2.7027027027027,0.71,,,0.355,,0.355,,0.71,0,,1,,,1,2,,,,,,2,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Lexington,7,Daily,0.18,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Dayton,7,Daily,0.17,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Norfolk-Portsmth-Newpt Nws",7,Daily,1.05,0,4.7619047619048,3.1746031746032,0.525,,,1.05,,0.525,,,0,,,,,2,1,,,,,,2,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Columbia, SC",7,Daily,1.04,0,3.0769230769231,1.5384615384615,1.04,,,1.04,,1.04,,,0,,1,,,1,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Toledo,7,Daily,0.03,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"West Palm Beach-Ft. Pierce",7,Daily,0.4,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Wilmington,7,Daily,0.01,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Lansing,7,Daily,0.04,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Syracuse,7,Daily,0.08,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Richmond-Petersburg,7,Daily,0.79,0,11.428571428571,5.7142857142857,0.395,,,0.395,,0.395,,,0,,,,,2,2,,,,,,2,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Knoxville,7,Daily,0.09,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Raleigh-Durham (Fayetvlle)",7,Daily,2.11,0,2.4390243902439,0.60975609756098,2.11,,,2.11,,2.11,,,0,,,,,1,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Jacksonville,7,Daily,0.67,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Grand Rapids-Kalmzoo-B.Crk",7,Daily,0.11,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Chattanooga,7,Daily,0.04,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"South Bend-Elkhart",7,Daily,0.06,0,16.666666666667,,,,,,,,,,0,,1,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Gainesville,7,Daily,0.03,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Corpus Christi",7,Daily,0.12,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Chicago,7,Daily,2.03,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Columbia-Jefferson City",7,Daily,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"St. Louis",7,Daily,0.8,0,8.3333333333333,5.5555555555556,0.4,,,0.8,,0.4,,0.8,0,,,,,2,1,,,,,,2,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Rockford,7,Daily,0.02,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Shreveport,7,Daily,0.23,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Minneapolis-St. Paul",7,Daily,0.16,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Kansas City",7,Daily,0.42,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Milwaukee,7,Daily,0.27,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Houston,7,Daily,4.07,0,3.9130434782609,1.7391304347826,1.0175,,,,,1.0175,,,0,,1,,,4,,,,,,,4,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"New Orleans",7,Daily,0.77,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Dallas-Ft. Worth",7,Daily,3.61,0,1.9230769230769,0.96153846153846,1.805,,,1.805,,1.805,,,0,,,,,2,2,,,,,,2,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Waco-Temple-Bryan,7,Daily,0.23,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Birmingham (Ann And Tusc)",7,Daily,0.76,0,6,4,0.38,,,0.38,,0.38,,,0,,,,,2,2,,,,,,2,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Austin,7,Daily,0.44,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Cedar Rapids-Wtrlo-Iwc&Dub",7,Daily,0.01,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Memphis,7,Daily,1.5,0,6.25,3.125,0.5,,,1.5,,0.5,,,0,,,,1,3,1,,,,,,3,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"San Antonio",7,Daily,0.35,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Lafayette, LA",7,Daily,0.18,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Oklahoma City",7,Daily,0.2,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Lubbock,7,Daily,0.01,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Omaha,7,Daily,0.07,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Nashville,7,Daily,0.58,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Madison,7,Daily,0.08,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Tulsa,7,Daily,0.01,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Peoria-Bloomington,7,Daily,0.01,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Wichita-Hutchinson Plus",7,Daily,0.07,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Davenport-R.Island-Moline,7,Daily,0.04,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Mobile-Pensacola (Ft Walt)",7,Daily,0.35,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Huntsville-Decatur (Flor)",7,Daily,0.2,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Beaumont-Port Arthur",7,Daily,0.09,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Little Rock-Pine Bluff",7,Daily,0.27,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Montgomery-Selma,7,Daily,0.47,0,12.5,,,,,,,,,0.47,0,,2,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Hattiesburg-Laurel,7,Daily,0.04,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Baton Rouge",7,Daily,0.79,0,4.2553191489362,2.1276595744681,0.79,,,0.79,,0.79,,,0,,,,,1,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Jackson, MS",7,Daily,0.77,0,4.3478260869565,2.1739130434783,0.77,,,,,0.77,,0.77,0,,,,,1,,,,,,,1,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Honolulu,7,Daily,0.15,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Denver,7,Daily,0.07,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Colorado Springs-Pueblo",7,Daily,0.07,0,50,,,,,,,,,0.07,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Phoenix (Prescott)",7,Daily,0.92,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"El Paso (Las Cruces)",7,Daily,0.08,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Salt Lake City",7,Daily,0.07,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Tucson (Sierra Vista)",7,Daily,0.06,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Albuquerque-Santa Fe",7,Daily,0.03,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Bakersfield,7,Daily,0.11,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Los Angeles",7,Daily,2.2,0,3,1,2.2,,,2.2,,2.2,,,0,,,,,1,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"San Francisco-Oak-San Jose",7,Daily,0.57,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,Seattle-Tacoma,7,Daily,0.64,0,9.375,3.125,0.64,,,0.64,,0.64,,,0,,1,,1,1,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"Portland, OR",7,Daily,0.07,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_Pg_LkDev75k+_3544,"San Diego",7,Daily,0.15,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
