Reporting Starts,Reporting Ends,Ad Name,Impression Device,Delivery,Amount Spent (USD),Amount Spent Today (USD),Unique CTR (Link Click-Through Rate),Relevance Score,CTR (All),CTR (Link Click-Through Rate),CPC (Cost per Link Click) (USD),Cost per Website Content Views (USD),Cost per Website Checkout Initiated (USD),Cost per Website Registration Completed (USD),Cost per Website Lead (USD),Cost per Website Search (USD),Cost per Website Add to Wishlist (USD),Cost per Page Like (USD),Video Percentage Watched,Cost per 10-Second Video View (USD),Post Reactions,Post Comments,Post Shares,Positive Feedback,Link Clicks,Website Registrations Completed,Website Leads,Website Purchases,Website Checkouts Initiated Conversion Value,Website Adds to Wishlist,Website Checkouts Initiated,Website Searches,Video Watches at 50%,Video Watches at 75%,Reach,Results,Result Indicator,3-Second Video Views,Video Average Watch Time,Button Clicks
2017-06-01,2017-06-30,ProBook1_2544$100k+SendLaneUS_AllD,Desktop,not_delivering,0.83,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,193,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_LifehackW_AllD,Desktop,not_delivering,1.01,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,346,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_1834$75+Inc_LkMix_DT,Desktop,not_delivering,3.27,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,371,,,,0:00:00,
2017-06-01,2017-06-30,Jun23talk_SavCar_LkPage,Desktop,not_delivering,0.21,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,35,,,,0:00:00,
2017-06-01,2017-06-30,Jun23talk_SavCar_LkSecret_wlrd,Desktop,not_delivering,0.14,0,0,,14.28571429,,,,,,,,,,0,,,,,,,,,,,,,,,,7,,,,0:00:00,
2017-06-01,2017-06-30,Jun23talk_SavCar_Pg_Retarg25,Desktop,not_delivering,0.1,0,0,,3.225806452,,,0.016666667,,,,0.1,,,0,,1,,,,,,,,,,,1,,,15,1,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,Jun23talk_SavCar_Pg_Mot1_Broad2534,Desktop,not_delivering,0.03,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,0:00:00,
2017-06-01,2017-06-30,ProBook_xPg_SendLane2544_DT,Desktop,not_delivering,2.45,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,79,,,,0:00:00,
2017-06-01,2017-06-30,Offer_PwrCourseFearLightVid_Pro1_AdComp,Desktop,not_delivering,0,0,0,,2.150537634,,,,,,,,,,88.85,0,,,,,,,,,,,,,2,2,92,,,2,0:00:30,
2017-06-01,2017-06-30,Offer_PwrCourseFearLightVid_Pro1_AdComp,Desktop,not_delivering,0,0,0,,1.342281879,,,,,,,,,,55.45,0,,,,,,,,,,,,,1,1,142,,,2,0:00:19,
2017-06-01,2017-06-30,EQ_LkLkPGeorgeMW,Desktop,not_delivering,0.01,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,Div_PwrPg_LikePg,Desktop,not_delivering,0.02,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,0:00:00,
2017-06-01,2017-06-30,EQ_PGeorgeTalk_Mot_AAH_MW,Desktop,not_delivering,2.91,0,0,,0.053475936,,,,,,,,,,0,,,,,,,,,,,,,,,,3696,6,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,EQ_PGeorgeTalk_LkEntre,Desktop,not_delivering,0.43,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,51,,,,0:00:00,
2017-06-01,2017-06-30,"Post: ""EQ is so 2016...Join me to 'Boost your...""",Desktop,not_delivering,0.9,0,0,,0,,,,,0.9,,0.9,,,0,,,,,,,1,,,,,,1,,,453,,,,0:00:00,
2017-06-01,2017-06-30,PGPres_201706_OppIQ_LikePage,Desktop,not_delivering,0.15,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,11,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_LeadSendLkUKSA_AllD,Desktop,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,0:00:00,
2017-06-01,2017-06-30,lkDev$75k+_Probk_Meetme1_20170718_AllD_adtxt,Desktop,not_delivering,0,0,0,,20,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,0:00:00,
2017-06-01,2017-06-30,Div_Pwr1_AAMOT600k,Desktop,not_delivering,0.37,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,13,,,,0:00:00,
2017-06-01,2017-06-30,Diversity_PwrMoves_LkDev75k+,Desktop,not_delivering,0.32,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,11,,,,0:00:00,
2017-06-01,2017-06-30,ProBook_Pg_LeadSendLkUKSA,Desktop,not_delivering,0.71,0,3.076923077,,2.857142857,2.857142857,0.355,,,0.236666667,,0.355,,,0,,,,,,2,3,,,,,,2,,,65,3,actions:offsite_conversion.fb_pixel_complete_registration,,0:00:00,
2017-06-01,2017-06-30,ProBook_Pg_LkDev_3544_hotmet,Desktop,not_delivering,0.36,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,9,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_Retarg25_AllD,Desktop,not_delivering,0.06,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,12,,,,0:00:00,
2017-06-01,2017-06-30,EQ_PJCounty_cardevmix2_DC,Desktop,not_delivering,3.71,0,0,,0.014236902,,,,,,,,,,0,,,,,,,,,,,,,,,,1349,2,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,ProBook1_LkPageUSCanEur - Copy,Desktop,not_delivering,0.02,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,7,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_Teach,Desktop,not_delivering,0.14,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,72,,,,0:00:00,
2017-06-01,2017-06-30,subcardevmix2_CHG!$100k+_Probk_Meetme1_20170718_AllD_adtxt,Desktop,not_delivering,0,0,0,,6.451612903,,,,,,,,,,0,,,,,,,,,,,,,,,,30,,,,0:00:00,
2017-06-01,2017-06-30,subcardevmix2_$100k+_Probk_Meetme1_20170725_DT,Desktop,not_delivering,3.12,0,0.220022002,,3.167420814,0.180995475,1.56,,,,,,,,0,,2,,,,2,,,,,,,,,,909,2,actions:link_click,,0:00:00,
2017-06-01,2017-06-30,ProBook_xPgInst_6txt_SendLane2544,Desktop,not_delivering,0.69,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,35,,,,0:00:00,
2017-06-01,2017-06-30,Pwr_FearLightVid_Comp,Desktop,not_delivering,0.54,0,0,,1.538461538,,,,,,,,,,21.34,0.27,,,,,,,,,,,,,1,1,43,,,4,0:00:06,
2017-06-01,2017-06-30,Pwr_FearLightVid_Comp,Desktop,not_delivering,0.53,0,0,,0,,,,,,,,,,3.18,0.53,,,,,,,,,,,,,,,69,,,3,0:00:02,
2017-06-01,2017-06-30,EQ_PJCounty_subcardevmix2_75k+,Desktop,not_delivering,2.31,0,0,,0.081037277,,,,,,,,,,0,,,,,,,,,,,,,,,,241,2,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,ProBook1_Sub100k+_AllD,Desktop,not_delivering,0.02,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_LkPageUSCanEur_2544,Desktop,not_delivering,0.27,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,19,,,,0:00:00,
2017-06-01,2017-06-30,"Post: ""EQ is so 2016...Join me to 'Boost your...""",Desktop,not_delivering,9.54,0,0,,0.177304965,,,,,,,,,,0,,2,,,,,,,,,,,,,,600,12,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,Pwr_FearLightVid_Comp,Desktop,not_delivering,0.41,0,0,,0,,,,,,,,,,4.3,,,,,,,,,,,,,,,,44,,,3,0:00:02,
2017-06-01,2017-06-30,ProBook1_2544$75k+SendLaneUS_AllD,Desktop,not_delivering,0.86,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,198,,,,0:00:00,
2017-06-01,2017-06-30,JLR_Vid_retarg50,Desktop,rejected,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_2534$75+Inc_LdLkSubUS_Mob,Desktop,not_delivering,1.4,0,0.819672131,,0.259403372,0.259403372,0.7,,,,,1.4,,,0,,,,,,2,,,,,,,1,,,244,2,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,ProBook1_SFScardevmix2_2562_DT,Desktop,not_delivering,5.05,0,0.144508671,,0.040436717,0.040436717,5.05,,,5.05,,5.05,,,0,,,,,,1,1,,,,,,1,,,692,1,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,ProBook1_subcardevmix2_2544_AllD,Desktop,not_delivering,1.98,0,0.31152648,,0.088888889,0.088888889,1.98,,,,,1.98,,,0,,,,,,1,,,,,,,1,,,321,1,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,ProBook1_LeadLkWlrdPGr_MW_en_AllD,Desktop,not_delivering,1.12,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,315,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_SFS5cardevmix2_2544_AllD,Desktop,not_delivering,2.85,0,0.173010381,,0.056179775,0.056179775,2.85,,,,,2.85,,,0,,,,,,1,,,,,,,1,,,578,1,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,ProBook1_LeadLkNoSA_MW_en_AllD,Desktop,not_delivering,0.66,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,272,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_2544LSendLaneUS_AllD,Desktop,not_delivering,2.17,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,430,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_Lk75AnyVid2444_AllD,Desktop,not_delivering,0.22,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,23,,,,0:00:00,
2017-06-01,2017-06-30,sub_mix_SFS_Meetme1_mobile_adtxt_20170620,iPad,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,0:00:00,
2017-06-01,2017-06-30,Retarg_SFS_Meetme1_AllD_adtxt_20170620,iPad,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,6,,,,0:00:00,
2017-06-01,2017-06-30,Retarg_SFS_Meetme1_oldvid_AllD_adtxt_20170620,iPad,not_delivering,0,0,0,,0,,,,,,,,,,1.63,,,,,,,,,,,,,,,,1,,,,0:00:01,
2017-06-01,2017-06-30,Scared_Vid_SubCarDevMix2,iPad,rejected,0.12,0,0,,9.090909091,,,,,,,,,,36.12,0.024,,,,,,,,,,,,,4,3,21,15,actions:video_view,15,0:00:09,
2017-06-01,2017-06-30,Offer_PwrCourseFearLightVid_Pro1_AdComp,iPad,not_delivering,0,0,0,,0,,,,,,,,,,10.2,,,,,,,,,,,,,,,,3,,,3,0:00:03,
2017-06-01,2017-06-30,JLRFearLight_Vid_Retarg50,iPad,not_delivering,0.1,0,0,,0,,,,,,,,,,11.01,,,,,,,,,,,,,,,,8,4,actions:video_view,4,0:00:03,
2017-06-01,2017-06-30,Offer_PwrCourseFearLightVid_Pro1_AdComp,iPad,not_delivering,0,0,0,,5.555555556,,,,,,,,,,21.08,0,,,,,,,,,,,,,1,1,17,,,11,0:00:07,
2017-06-01,2017-06-30,ProBook1_SFS5cardevmix2_2544_AllD,iPad,not_delivering,0.02,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,0:00:00,
2017-06-01,2017-06-30,subcardevmix2_CHG!$100k+_Probk_Meetme1_20170718_AllD_adtxt,iPad,not_delivering,0,0,0,,4.761904762,,,,,,,,,,0,,,,,,,,,,,,,,,,20,,,,0:00:00,
2017-06-01,2017-06-30,OfficePolitics_LkAL_RTP_Charlotte,iPad,not_delivering,0.01,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,ShLeadVid2zmlng_lin_CarMotMet3554_AllD,iPad,not_delivering,0.01,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,ProBook_xPgInst_6txt_SendLane2544,iPad,not_delivering,0.22,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,27,,,,0:00:00,
2017-06-01,2017-06-30,Offer1_hotvid_CatMotMet35+,iPad,not_delivering,0,0,0,,0,,,,,,,,,,7.78,,,,,,,,,,,,,,,,13,,,8,0:00:04,
2017-06-01,2017-06-30,ProBook1_Retarg25_2534_AllD,iPad,not_delivering,0.07,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,0:00:00,
2017-06-01,2017-06-30,Scared_Vid_SendLane2544,iPad,rejected,0.04,0,0,,0,,,,,,,,,,46.08,0.02,,,,,,,,,,,,,2,,5,3,actions:video_view,3,0:00:12,
2017-06-01,2017-06-30,Offer_PwrCourseFearLightVid_Pro1_AdComp,iPad,not_delivering,1.34,0,3.571428571,,6.896551724,3.448275862,1.34,0.446666667,,,,,,,24.57,0.191428571,,,,,1,,,,,,,,3,2,28,1,actions:link_click,20,0:00:08,
2017-06-01,2017-06-30,Offer1_oldvid_CatMotMet35+,iPad,not_delivering,0,0,0,,0,,,,,,,,,,11.25,0,,,,,,,,,,,,,1,,25,,,8,0:00:06,
2017-06-01,2017-06-30,Offer1_oldvidSFS_CarMotMet3554,iPad,not_delivering,0,0,0,,3.571428571,,,,,,,,,,8.43,0,,,,,,,,,,,,,,,27,,,14,0:00:05,
2017-06-01,2017-06-30,Retarg_SFS_Pwrmoves_Meetme1_oldvid_AllD_adtxt_20170620,iPad,not_delivering,0,0,0,,0,,,,,,,,,,1.49,,,,,,,,,,,,,,,,1,,,,0:00:01,
2017-06-01,2017-06-30,HuffPost2_pgdir_subCarDevmix2,iPad,not_delivering,0.42,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,36,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_IntlminiFPowCarPGrad_2544_AllD,iPad,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,PMv1_LkMixNC_AllD,iPad,not_delivering,0.27,0,0,,0,,,,,,,,,,6.86,0.09,,,,,,,,,,,,,1,,29,12,actions:video_view,12,0:00:06,
2017-06-01,2017-06-30,HuffPost2_Retarg_AllD_Engage,iPad,not_delivering,0.49,0,14.28571429,,19.23076923,11.53846154,0.163333333,,,,,,,,0,,1,,,,3,,,,,,,,,,21,4,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,Jun23talk_SavCar_Pg_Retarg25_CarMot,iPad,not_delivering,0.03,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,0:00:00,
2017-06-01,2017-06-30,HuffPost2_Retarg25vid_AllD_Engage,iPad,not_delivering,0.27,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,15,,,,0:00:00,
2017-06-01,2017-06-30,PMv1_Subcardevmix2_AllD,iPad,not_delivering,0.1,0,0,,0,,,,,,,,,,3.22,,,,,,,,,,,,,,,,6,3,actions:video_view,3,0:00:03,
2017-06-01,2017-06-30,Offer1_oldvidProBook_CarMotMet3554,iPad,not_delivering,0,0,0,,0,,,,,,,,,,4.79,0,,,,,,,,,,,,,,,13,,,2,0:00:02,
2017-06-01,2017-06-30,Jun23talk_SavCar_LkSecretMW_US,iPad,not_delivering,0.01,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,HuffPost2_IntlFPowCarPGrad_2562_AllD_Engage,iPad,not_delivering,0.29,0,0,,3.278688525,,,,,,,,,,0,,1,,,,,,,,,,,,,,60,1,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,Jun23talk_SavCar_Pg_Retarg,iPad,not_delivering,0.01,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,0:00:00,
2017-06-01,2017-06-30,JLRFearLight_subcardevmix2_VidView,iPad,not_delivering,0.31,0,0,,0,,,,,,,,,,28.42,0.051666667,,,,,,,,,,,,,4,3,27,14,actions:video_view,14,0:00:09,
2017-06-01,2017-06-30,ProBook1_subcardevmix2_2534_AllD,iPad,not_delivering,0.06,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_SFSMixRTP2534_AllD,iPad,not_delivering,0.01,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,JLR_Vid_retarg50,iPad,rejected,0.12,0,0,,0,,,,,,,,,,19.86,0.04,,,,,,,,,,,,,2,,18,9,actions:video_view,9,0:00:05,
2017-06-01,2017-06-30,LeadLklikeWrldEn_Meetme1_AllD_adtxt_20170620,iPad,not_delivering,0,0,0,,20,,,,,,,,0,,0,,,,,,,,,,,1,,,,,5,,,,0:00:00,
2017-06-01,2017-06-30,JLRFearLight_LdLkSubUS_VidView,iPad,not_delivering,0.1,0,0,,0,,,,,,,,,,19.72,0.05,,,,,,,,,,,,,1,,10,8,actions:video_view,8,0:00:06,
2017-06-01,2017-06-30,LdLkSubUS_4562_Meetme1_20170617_AllD_adtxt,iPad,not_delivering,0,0,0,,7.246376812,,,0,,,,,,,0,,2,,,,,,,,,,,,,,69,,,,0:00:00,
2017-06-01,2017-06-30,JLRFearLight_Vid_SendLane2544,iPad,not_delivering,0,0,0,,0,,,,,,,,,,27.53,0,,,,,,,,,,,,,,,2,2,actions:video_view,2,0:00:09,
2017-06-01,2017-06-30,ProBook1_LeadLkWlrdPGr_MW_en_AllD,iPad,not_delivering,0.01,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,0:00:00,
2017-06-01,2017-06-30,sub_mix_SFS_Meetme1_oldvid_mobile_adtxt_20170620,iPad,not_delivering,0,0,0,,0,,,,,,,,,,15.95,0,,,,,,,,,,,,,,,4,,,1,0:00:09,
2017-06-01,2017-06-30,Pwr_FearLightVid_Comp,iPad,not_delivering,0.4,0,0,,4.166666667,,,,,,,,,,15.95,0.133333333,,,,,,,,,,,,,1,,24,,,10,0:00:05,
2017-06-01,2017-06-30,Scared_Vid_SubAAMotHot,iPad,rejected,0.02,0,0,,0,,,,,,,,,,35.24,0.01,,,,,,,,,,,,,1,,3,2,actions:video_view,2,0:00:09,
2017-06-01,2017-06-30,JLRFearLight_subPharmSls_VidView,iPad,not_delivering,0.1,0,0,,0,,,,,,,,,,24.33,0.033333333,,,,,,,,,,,,,3,2,12,7,actions:video_view,7,0:00:08,
2017-06-01,2017-06-30,ProBook_Pg_LkDev_3544_hotmet,iPad,not_delivering,0.07,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,0:00:00,
2017-06-01,2017-06-30,JLRFearLight_sub75vid_VidView,iPad,not_delivering,0.03,0,0,,0,,,,,,,,,,26.72,0.03,,,,,,,,,,,,,,,3,3,actions:video_view,3,0:00:09,
2017-06-01,2017-06-30,ProBook1_LeadSendLkUKSA_AllD,iPad,not_delivering,0.02,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,0:00:00,
2017-06-01,2017-06-30,PGPres_201706_OppIQ_LikePage,iPad,not_delivering,0.03,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,0:00:00,
2017-06-01,2017-06-30,Div_PwrPg_LikePg,iPad,not_delivering,0.03,0,0,,33.33333333,,,0.01,,,0.03,,,,0,,,,,,,,1,,,,,,,,2,,,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_lin_CarMotMet3554_380k_Mobile,iPad,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_lin_ALLRTPPgrad_RTPPgrad4554_Mobile,iPad,not_delivering,0.07,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,0:00:00,
2017-06-01,2017-06-30,ProBook_Pg_LeadSendLkUKSA,iPad,not_delivering,0.14,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,10,,,,0:00:00,
2017-06-01,2017-06-30,JLRFearLight_PgLike_VidView,iPad,not_delivering,0.02,0,0,,0,,,,,,,,,,31.94,0.02,,,,,,,,,,,,,,,1,1,actions:video_view,1,0:00:11,
2017-06-01,2017-06-30,ProBook1_2534$75+Inc_LdLkSubUS_Mob,iPad,not_delivering,0.1,0,16.66666667,,16.66666667,16.66666667,0.1,,,0.1,,0.1,,,0,,,,,,1,1,,,,,,1,,,6,1,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,1Ryan_LinkedIn_Lk2534Mob_CarDevMix18_62_Mobile_Women,iPad,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,9,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_lowerIncLdLkSubUS2544_AllD,iPad,not_delivering,0.18,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,8,,,,0:00:00,
2017-06-01,2017-06-30,Div_Pwr1_AAMOT600k,iPad,not_delivering,0.05,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,0:00:00,
2017-06-01,2017-06-30,Ryan_LinkedIn_PlayBigPain_Mobile_Women - Copy,iPad,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,Diversity_PwrMoves_LkDev75k+,iPad,not_delivering,0.09,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,0:00:00,
2017-06-01,2017-06-30,1Ryan_LinkedIn_CarDevMix18_62_ExFBMobile_Women,iPad,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,Div_Pwr_Teach100k+_AllD,iPad,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,Ryan_LinkedIn_PlayBigPain_Mobile_Women - Copy 2,iPad,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,0:00:00,
2017-06-01,2017-06-30,1Ryan_LinkedIn_RTPPgradSFSMix_2244_Mobile_Women,iPad,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_lin_SFSmixRTP_SFSRTPPgrad_Mobile,iPad,not_delivering,0.08,0,0,,20,,,,,,,,,,0,,,,,,,,,,,,,,,,10,,,,0:00:00,
2017-06-01,2017-06-30,"Post: ""EQ is so 2016...Join me to 'Boost your...""",iPad,not_delivering,0.14,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,18,,,,0:00:00,
2017-06-01,2017-06-30,emailLeadVid2zmlng_lin_hotmet3554_Mobile,iPad,not_delivering,0.03,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,HuffPost2_pgdir_2544_subCarDevmix2,iPad,not_delivering,0.03,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,0:00:00,
2017-06-01,2017-06-30,shrtLeadVid2zmlng_lin_hotmet3554_Mobile,iPad,not_delivering,0.02,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_lin_LdLkCarMotRTP_And,iPad,not_delivering,0.01,0,0,,100,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_Lk75AnyVid2444_AllD,iPad,not_delivering,0.02,0,0,,50,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,0:00:00,
2017-06-01,2017-06-30,Pwr_FearLightVid_Comp,iPad,not_delivering,0.32,0,0,,0,,,,,,,,,,8.82,0.32,,,,,,,,,,,,,,,17,,,5,0:00:03,
2017-06-01,2017-06-30,ProBook1_CarMotMet3554_AllD,iPad,not_delivering,0.04,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,0:00:00,
2017-06-01,2017-06-30,Pwr_FearLightVid_Comp,iPad,not_delivering,0.56,0,0,,0,,,,,,,,,,15.4,0.08,,,,,,,,,,,,,3,1,35,,,18,0:00:06,
2017-06-01,2017-06-30,ProBook1_LkPageUSCanEur_2544,iPad,not_delivering,0.05,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_lin_LdLkSubUS_4562_AllD,iPad,not_delivering,0.01,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,0:00:00,
2017-06-01,2017-06-30,subcardevmix2_Probk_Meetme1_20170718_AllD_adtxt,iPad,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,12,,,,0:00:00,
2017-06-01,2017-06-30,PMv1_SFSmixRTP2634_AllD,iPad,not_delivering,0.09,0,0,,0,,,,,,,,,,1.42,,,,,,,,,,,,,,,,9,,,,0:00:01,
2017-06-01,2017-06-30,ProBook1_Retarg75_AllD,iPad,not_delivering,0.01,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_subcardevmix2_2544_AllD,iPad,not_delivering,0.14,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,7,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_Retarg25_AllD,iPad,not_delivering,0.01,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_lin_Retarg_AllD,iPad,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,0:00:00,
2017-06-01,2017-06-30,EQ_PJCounty_subcardevmix2_75k+,iPad,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_lin_LeadLklikeWrld_Mobile,iPad,not_delivering,0.08,0,25,,100,25,0.08,,,,,,,,0,,,,,,1,,,,,,,,,,4,1,actions:leadgen.other,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_hotvid_CarMotMet3554_subpharmslsbroad_Mobile,iPad,not_delivering,0,0,0,,0,,,,,,,,,,14.62,0,,,,,,,,,,,,,1,1,23,,,10,0:00:08,
2017-06-01,2017-06-30,ProBook1_Teach,iPad,not_delivering,0.36,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,17,,,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_PwrMoves_oldvid_Lk2534_DT_LdLkSubUS_4565_subpharmslsbroad_AllD,iPad,not_delivering,0.05,0,0,,0,,,,,,,,,,6.4,0.025,,,,,,,,,,,,,,,45,,,14,0:00:03,
2017-06-01,2017-06-30,subcardevmix2_Meetme1_20170617_AllD_adtxt,iPad,not_delivering,0,0,0,,18.75,,,,,,,,,,0,,,,,,,,,,,,,,,,16,,,,0:00:00,
2017-06-01,2017-06-30,Jun23talk_SavCar_Pg_SubCarDevMix2,iPad,not_delivering,0.02,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
