Reporting Starts,Reporting Ends,Ad Name,Impression Device,Delivery,Amount Spent (USD),Amount Spent Today (USD),Unique CTR (Link Click-Through Rate),Relevance Score,CTR (All),CTR (Link Click-Through Rate),CPC (Cost per Link Click) (USD),Cost per Website Content Views (USD),Cost per Website Checkout Initiated (USD),Cost per Website Registration Completed (USD),Cost per Website Lead (USD),Cost per Website Search (USD),Cost per Website Add to Wishlist (USD),Cost per Page Like (USD),Video Percentage Watched,Cost per 10-Second Video View (USD),Post Reactions,Post Comments,Post Shares,Positive Feedback,Link Clicks,Website Registrations Completed,Website Leads,Website Purchases,Website Checkouts Initiated Conversion Value,Website Adds to Wishlist,Website Checkouts Initiated,Website Searches,Video Watches at 50%,Video Watches at 75%,Reach,Results,Result Indicator,3-Second Video Views,Video Average Watch Time,Button Clicks
2017-06-01,2017-06-30,ProBook1_Lk75AnyVid2444_AllD,Other,not_delivering,0.02,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,0:00:00,
2017-06-01,2017-06-30,LdLkSubUS_Probk_2544Meetme1_20170617_AllD_adtxt,Other,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_Retarg50_AllD,Other,not_delivering,0.06,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_Sub100k+_AllD,Other,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_lin_Retarg_AllD,Other,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,0:00:00,
2017-06-01,2017-06-30,EQ_PJCounty_subcardevmix2_75k+,Other,not_delivering,0.01,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_hotvid_CarMotMet3554_subpharmslsbroad_Mobile,Other,not_delivering,0,0,0,,0,,,,,,,,,,1.25,,,,,,,,,,,,,,,,1,,,,0:00:01,
2017-06-01,2017-06-30,ProBook1_LeadLkWlrdPGr_MW_en_AllD,Other,not_delivering,0.01,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,6,,,,0:00:00,
2017-06-01,2017-06-30,"Post: ""EQ is so 2016...Join me to 'Boost your...""",Other,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,subcardevmix2_Probk_Meetme1_20170718_AllD_adtxt,Other,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,ProBook_xPg_SendLane2544,Other,not_delivering,0.37,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,10,,,,0:00:00,
2017-06-01,2017-06-30,EQ_PGeorgeTalk_LkEntre,Other,not_delivering,0.01,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_lin_SFSmixRTP_SFSRTPPgrad_Mobile,Other,not_delivering,0.05,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_Retarg75_AllD,Other,not_delivering,0.02,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_LeadLkNoSA_MW_en_AllD,Other,not_delivering,0.04,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,8,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_subcardevmix2_2544_AllD,Other,not_delivering,0.03,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_lin_LeadLklikeWrld_Mobile,Other,not_delivering,0.02,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,13,,,,0:00:00,
2017-06-01,2017-06-30,ShEmLeadVid2zmlng_lin_LdCLkUS_AllD,Other,not_delivering,0.01,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,Pwr_FearLightVid_Comp,Other,not_delivering,0.01,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,Jun23talk_SavCar_Pg_Mot1_Broad2534,Other,not_delivering,0.05,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_Teach,Other,not_delivering,0.02,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_LkPageUSCanEur - Copy,Other,not_delivering,0.02,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,0:00:00,
2017-06-01,2017-06-30,Retarg2_Meetme1_20170617_AllD_adtxt,Other,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_CarMotMet3554_AllD,Other,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_lin_LdCLkUS_AllD,Other,not_delivering,0.01,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_lin_LdLkSubUS_4562_AllD,Other,not_delivering,0.11,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,0:00:00,
2017-06-01,2017-06-30,LdLkSubUS_Probk_4562Meetme1_20170617_AllD_adtxt,Other,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,"Post: ""EQ is so 2016...Join me to 'Boost your...""",Other,not_delivering,0.01,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,0:00:00,
2017-06-01,2017-06-30,LdLkSubUS_2544_Meetme1_20170617_AllD_adtxt,Other,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_lin_LdLkCarMotRTP_And,Other,not_delivering,0.03,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,0:00:00,
2017-06-01,2017-06-30,Jun23talk_SavCar_Pg_Retarg25_CarMot,Other,not_delivering,0.01,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_2534$75+Inc_LdLkSubUS_Mob,Other,not_delivering,0.04,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,0:00:00,
